play,act,scene,location,entity_text,spacy_label,label_description,start_char,end_char
A MIDSUMMER NIGHT'S DREAM,4,1,The Wood,GOD,PERSON,"People, including fictional",9083,9086
A MIDSUMMER NIGHT'S DREAM,4,2,Athens. A Room in Quince's House,FLUTE,WORK_OF_ART,"Titles of books, songs, etc.",14,19
A MIDSUMMER NIGHT'S DREAM,4,2,Athens. A Room in Quince's House,YEA,PERSON,"People, including fictional",425,428
A MIDSUMMER NIGHT'S DREAM,4,2,Athens. A Room in Quince's House,GARLICK,PERSON,"People, including fictional",1799,1806
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,LORD,ORG,"Companies, agencies, institutions, etc.",39,44
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,EGYPT,GPE,"Countries, cities, states",542,547
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,"LYSANDER, DEMETRIUS",PERSON,"People, including fictional",1227,1246
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,THREE HOURS,TIME,Times smaller than a day,1556,1567
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,A TORTURING HOUR,TIME,Times smaller than a day,1709,1725
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,THIS EVENING,TIME,Times smaller than a day,1823,1835
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,CENTAUR,ORG,"Companies, agencies, institutions, etc.",2083,2091
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,HERCULES,PERSON,"People, including fictional",2208,2216
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,THRACIAN,NORP,Nationalities or religious or political groups,2265,2273
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,THEBE,GPE,"Countries, cities, states",2350,2356
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,TEN,CARDINAL,Numerals that do not fall under another type,2800,2803
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,TAKES,PERSON,"People, including fictional",4192,4197
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,THROTTLE,ORG,"Companies, agencies, institutions, etc.",4393,4401
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,PROLOGUE,ORG,"Companies, agencies, institutions, etc.",4820,4828
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,MOONSHINE AND LION,ORG,"Companies, agencies, institutions, etc.",5789,5807
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,WALL,PERSON,"People, including fictional",6119,6123
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,PRESENTETH MOONSHINE,PERSON,"People, including fictional",6254,6274
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,NINUS,FAC,"Buildings, airports, highways, bridges, etc.",6355,6360
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,LION AND MOONSHINE,ORG,"Companies, agencies, institutions, etc.",6995,7013
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,CRANNIE,ORG,"Companies, agencies, institutions, etc.",7269,7277
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,JOVE,PERSON,"People, including fictional",8175,8179
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,LIMANDER,ORG,"Companies, agencies, institutions, etc.",8992,9000
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,PROCRUS,PERSON,"People, including fictional",9095,9102
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,WILT,PERSON,"People, including fictional",9276,9280
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,TIDE,PRODUCT,"Objects, vehicles, foods, etc. (not services)",9332,9336
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,THE HORNÈD MOON,PERSON,"People, including fictional",10904,10919
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,MOON,PERSON,"People, including fictional",11595,11599
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,LION DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",12167,12182
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,SWEET MOON,PERSON,"People, including fictional",12267,12277
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,QUAIL,GPE,"Countries, cities, states",12686,12691
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,MOONSHINE,PERSON,"People, including fictional",13572,13581
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,GORE,PERSON,"People, including fictional",14426,14430
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,ADIEU,PERSON,"People, including fictional",14597,14602
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,BERGOMASK,PERSON,"People, including fictional",14831,14840
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,TWELVE,CARDINAL,Numerals that do not fall under another type,15301,15307
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,NIGHTLY,TIME,Times smaller than a day,15563,15570
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,HECATE,ORG,"Companies, agencies, institutions, etc.",16047,16053
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,NATURE,WORK_OF_ART,"Titles of books, songs, etc.",16903,16909
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,TRIP,ORG,"Companies, agencies, institutions, etc.",17253,17257
A MIDSUMMER NIGHT'S DREAM,5,1,Athens. An Apartment in the Palace of Theseus,ELSE THE PUCK,WORK_OF_ART,"Titles of books, songs, etc.",17712,17725
