act,scene,location,entity_text,spacy_label,label_description,start_char,end_char
3,1,Forres. A Room in the Palace.,tonight,TIME,Times smaller than a day,6618,6625
3,2,The same. Another Room in the Palace.,Banquo,PERSON,"People, including fictional",51,57
3,2,The same. Another Room in the Palace.,tonight,TIME,Times smaller than a day,113,120
3,2,The same. Another Room in the Palace.,nightly,TIME,Times smaller than a day,948,955
3,2,The same. Another Room in the Palace.,Duncan,PERSON,"People, including fictional",1090,1096
3,2,The same. Another Room in the Palace.,tonight,TIME,Times smaller than a day,1377,1384
3,2,The same. Another Room in the Palace.,Banquo,PERSON,"People, including fictional",1467,1473
3,2,The same. Another Room in the Palace.,Disguising,PERSON,"People, including fictional",1642,1652
3,2,The same. Another Room in the Palace.,Banquo,PERSON,"People, including fictional",1774,1780
3,2,The same. Another Room in the Palace.,Fleance,ORG,"Companies, agencies, institutions, etc.",1790,1797
3,2,The same. Another Room in the Palace.,Hecate,ORG,"Companies, agencies, institutions, etc.",1991,1997
3,2,The same. Another Room in the Palace.,night,TIME,Times smaller than a day,2063,2068
3,2,The same. Another Room in the Palace.,chuck,PERSON,"People, including fictional",2210,2215
3,2,The same. Another Room in the Palace.,rooky,PERSON,"People, including fictional",2455,2460
3,2,The same. Another Room in the Palace.,night,TIME,Times smaller than a day,2520,2525
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",FIRST,ORDINAL,"""first"", ""second"", etc.",23,28
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",FIRST,ORDINAL,"""first"", ""second"", etc.",219,224
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",FIRST,ORDINAL,"""first"", ""second"", etc.",596,601
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",Almost a mile,QUANTITY,"Measurements, as of weight or distance",649,662
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",SECOND,DATE,Absolute or relative dates or periods,789,795
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",FIRST,ORDINAL,"""first"", ""second"", etc.",849,854
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",tonight,TIME,Times smaller than a day,901,908
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",FIRST,ORDINAL,"""first"", ""second"", etc.",910,915
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",FIRST,ORDINAL,"""first"", ""second"", etc.",1114,1119
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",SECOND,DATE,Absolute or relative dates or periods,1204,1210
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",half,CARDINAL,Numerals that do not fall under another type,1239,1243
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",FIRST,ORDINAL,"""first"", ""second"", etc.",1259,1264
3,4,The same. A Room of state in the Palace.,Enter Macbeth,WORK_OF_ART,"Titles of books, songs, etc.",20,33
3,4,The same. A Room of state in the Palace.,"Lady Macbeth,",PERSON,"People, including fictional",35,48
3,4,The same. A Room of state in the Palace.,Ross,PERSON,"People, including fictional",49,53
3,4,The same. A Room of state in the Palace.,Lennox,PERSON,"People, including fictional",55,61
3,4,The same. A Room of state in the Palace.,Lords,ORG,"Companies, agencies, institutions, etc.",63,68
3,4,The same. A Room of state in the Palace.,first,ORDINAL,"""first"", ""second"", etc.",134,139
3,4,The same. A Room of state in the Palace.,Ourself,ORG,"Companies, agencies, institutions, etc.",209,216
3,4,The same. A Room of state in the Palace.,MURDERER,ORG,"Companies, agencies, institutions, etc.",680,688
3,4,The same. A Room of state in the Palace.,Banquo,PERSON,"People, including fictional",695,701
3,4,The same. A Room of state in the Palace.,MURDERER,ORG,"Companies, agencies, institutions, etc.",778,786
3,4,The same. A Room of state in the Palace.,MURDERER,ORG,"Companies, agencies, institutions, etc.",970,978
3,4,The same. A Room of state in the Palace.,Fleance,PERSON,"People, including fictional",996,1003
3,4,The same. A Room of state in the Palace.,Whole,PRODUCT,"Objects, vehicles, foods, etc. (not services)",1075,1080
3,4,The same. A Room of state in the Palace.,Banquo,PERSON,"People, including fictional",1238,1244
3,4,The same. A Room of state in the Palace.,twenty,CARDINAL,Numerals that do not fall under another type,1312,1318
3,4,The same. A Room of state in the Palace.,tomorrow,DATE,Absolute or relative dates or periods,1538,1546
3,4,The same. A Room of state in the Palace.,Exit Murderer,ORG,"Companies, agencies, institutions, etc.",1577,1590
3,4,The same. A Room of state in the Palace.,Macbeth,PERSON,"People, including fictional",1878,1885
3,4,The same. A Room of state in the Palace.,Sweet,PERSON,"People, including fictional",1904,1909
3,4,The same. A Room of state in the Palace.,May't,PERSON,"People, including fictional",1991,1996
3,4,The same. A Room of state in the Palace.,Banquo,PERSON,"People, including fictional",2107,2113
3,4,The same. A Room of state in the Palace.,ROSS,PERSON,"People, including fictional",2190,2194
3,4,The same. A Room of state in the Palace.,Lays,PERSON,"People, including fictional",2214,2218
3,4,The same. A Room of state in the Palace.,Please't,NORP,Nationalities or religious or political groups,2243,2251
3,4,The same. A Room of state in the Palace.,ROSS,PERSON,"People, including fictional",2586,2590
3,4,The same. A Room of state in the Palace.,Duncan,PERSON,"People, including fictional",3120,3126
3,4,The same. A Room of state in the Palace.,winter,DATE,Absolute or relative dates or periods,3220,3226
3,4,The same. A Room of state in the Palace.,Authoris'd,ORG,"Companies, agencies, institutions, etc.",3235,3245
3,4,The same. A Room of state in the Palace.,her grandam,PERSON,"People, including fictional",3249,3260
3,4,The same. A Room of state in the Palace.,twenty,CARDINAL,Numerals that do not fall under another type,3988,3994
3,4,The same. A Room of state in the Palace.,Banquo,PERSON,"People, including fictional",4447,4453
3,4,The same. A Room of state in the Palace.,Thou,NORP,Nationalities or religious or political groups,4693,4697
3,4,The same. A Room of state in the Palace.,Russian,NORP,Nationalities or religious or political groups,4945,4952
3,4,The same. A Room of state in the Palace.,Hyrcan,NORP,Nationalities or religious or political groups,4988,4994
3,4,The same. A Room of state in the Palace.,Unreal,ORG,"Companies, agencies, institutions, etc.",5212,5218
3,4,The same. A Room of state in the Palace.,summer,DATE,Absolute or relative dates or periods,5460,5466
3,4,The same. A Room of state in the Palace.,ROSS,PERSON,"People, including fictional",5681,5685
3,4,The same. A Room of state in the Palace.,night,TIME,Times smaller than a day,5885,5890
3,4,The same. A Room of state in the Palace.,Augurs,PERSON,"People, including fictional",6117,6123
3,4,The same. A Room of state in the Palace.,secret'st,GPE,"Countries, cities, states",6213,6222
3,4,The same. A Room of state in the Palace.,Macduff,PERSON,"People, including fictional",6346,6353
3,4,The same. A Room of state in the Palace.,tomorrow,DATE,Absolute or relative dates or periods,6556,6564
3,5,The heath.,three,CARDINAL,Numerals that do not fall under another type,19,24
3,5,The heath.,Hecate,ORG,"Companies, agencies, institutions, etc.",41,47
3,5,The heath.,FIRST,ORDINAL,"""first"", ""second"", etc.",49,54
3,5,The heath.,Hecate,ORG,"Companies, agencies, institutions, etc.",76,82
3,5,The heath.,beldams,PERSON,"People, including fictional",129,136
3,5,The heath.,Saucy,PRODUCT,"Objects, vehicles, foods, etc. (not services)",149,154
3,5,The heath.,overbold,PERSON,"People, including fictional",159,167
3,5,The heath.,Acheron Meet,ORG,"Companies, agencies, institutions, etc.",591,603
3,5,The heath.,this night,TIME,Times smaller than a day,757,767
3,5,The heath.,FIRST,ORDINAL,"""first"", ""second"", etc.",1383,1388
3,6,Forres. A Room in the Palace.,Thing,ORG,"Companies, agencies, institutions, etc.",128,133
3,6,Forres. A Room in the Palace.,Duncan,PERSON,"People, including fictional",176,182
3,6,Forres. A Room in the Palace.,Banquo,PERSON,"People, including fictional",249,255
3,6,Forres. A Room in the Palace.,Malcolm,PERSON,"People, including fictional",425,432
3,6,Forres. A Room in the Palace.,Donalbain,PERSON,"People, including fictional",441,450
3,6,Forres. A Room in the Palace.,two,CARDINAL,Numerals that do not fall under another type,562,565
3,6,Forres. A Room in the Palace.,Duncan,PERSON,"People, including fictional",820,826
3,6,Forres. A Room in the Palace.,Macduff,PERSON,"People, including fictional",1053,1060
3,6,Forres. A Room in the Palace.,Duncan,PERSON,"People, including fictional",1141,1147
3,6,Forres. A Room in the Palace.,English,NORP,Nationalities or religious or political groups,1208,1215
3,6,Forres. A Room in the Palace.,Edward,PERSON,"People, including fictional",1256,1262
3,6,Forres. A Room in the Palace.,Takes,PERSON,"People, including fictional",1319,1324
3,6,Forres. A Room in the Palace.,Macduff,PERSON,"People, including fictional",1356,1363
3,6,Forres. A Room in the Palace.,Northumberland,GPE,"Countries, cities, states",1416,1430
3,6,Forres. A Room in the Palace.,Siward,PERSON,"People, including fictional",1444,1450
3,6,Forres. A Room in the Palace.,Macduff,PERSON,"People, including fictional",1801,1808
3,6,Forres. A Room in the Palace.,England,GPE,"Countries, cities, states",2117,2124
3,6,Forres. A Room in the Palace.,May,DATE,Absolute or relative dates or periods,2184,2187
3,6,Forres. A Room in the Palace.,LORD,PERSON,"People, including fictional",2253,2257
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",three,CARDINAL,Numerals that do not fall under another type,19,24
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",FIRST,ORDINAL,"""first"", ""second"", etc.",34,39
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",FIRST,ORDINAL,"""first"", ""second"", etc.",185,190
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Toad,PERSON,"People, including fictional",260,264
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Days,DATE,Absolute or relative dates or periods,288,292
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",thirty-one,CARDINAL,Numerals that do not fall under another type,308,318
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Lizard,ORG,"Companies, agencies, institutions, etc.",628,634
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",howlet,PERSON,"People, including fictional",646,652
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Witch's,ORG,"Companies, agencies, institutions, etc.",847,854
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Root of hemlock,ORG,"Companies, agencies, institutions, etc.",906,921
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Jew,PERSON,"People, including fictional",963,966
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Gall,PERSON,"People, including fictional",968,972
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Sliver'd,ORG,"Companies, agencies, institutions, etc.",999,1007
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Tartar,PERSON,"People, including fictional",1049,1055
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Ditch-deliver'd,WORK_OF_ART,"Titles of books, songs, etc.",1095,1110
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Black Spirits,WORK_OF_ART,"Titles of books, songs, etc.",1588,1601
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Exit Hecate,ORG,"Companies, agencies, institutions, etc.",1609,1620
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",midnight,TIME,Times smaller than a day,1784,1792
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",FIRST,ORDINAL,"""first"", ""second"", etc.",2355,2360
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",FIRST,ORDINAL,"""first"", ""second"", etc.",2424,2429
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",FIRST,ORDINAL,"""first"", ""second"", etc.",2542,2547
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",nine,CARDINAL,Numerals that do not fall under another type,2596,2600
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",FIRST,ORDINAL,"""first"", ""second"", etc.",2822,2827
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Beware Macduff,PERSON,"People, including fictional",2934,2948
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Beware,ORG,"Companies, agencies, institutions, etc.",2950,2956
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Fife.—Dismiss,NORP,Nationalities or religious or political groups,2970,2983
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Whate'er,GPE,"Countries, cities, states",3015,3023
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Thou,NORP,Nationalities or religious or political groups,3064,3068
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",one,CARDINAL,Numerals that do not fall under another type,3101,3104
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",FIRST,ORDINAL,"""first"", ""second"", etc.",3116,3121
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",first,ORDINAL,"""first"", ""second"", etc.",3192,3197
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",three,CARDINAL,Numerals that do not fall under another type,3301,3306
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macduff,PERSON,"People, including fictional",3477,3484
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Great Birnam,ORG,"Companies, agencies, institutions, etc.",4037,4049
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Descends,PERSON,"People, including fictional",4102,4110
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Sweet bodements,PERSON,"People, including fictional",4210,4225
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",one,CARDINAL,Numerals that do not fall under another type,4421,4424
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Banquo,PERSON,"People, including fictional",4477,4483
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Hautboys,PERSON,"People, including fictional",4687,4695
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",FIRST,ORDINAL,"""first"", ""second"", etc.",4697,4702
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",eight,CARDINAL,Numerals that do not fall under another type,4837,4842
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Banquo,PERSON,"People, including fictional",4916,4922
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Banquo,PERSON,"People, including fictional",4975,4981
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Thy crown,PERSON,"People, including fictional",4989,4998
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",first,ORDINAL,"""first"", ""second"", etc.",5078,5083
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",third,ORDINAL,"""first"", ""second"", etc.",5087,5092
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",eighth,ORDINAL,"""first"", ""second"", etc.",5283,5289
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",FIRST,ORDINAL,"""first"", ""second"", etc.",5533,5538
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",so:—but,ORG,"Companies, agencies, institutions, etc.",5567,5574
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Stands Macbeth,ORG,"Companies, agencies, institutions, etc.",5579,5593
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Witches,PERSON,"People, including fictional",5837,5844
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Lennox,PERSON,"People, including fictional",5987,5993
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Grace,PERSON,"People, including fictional",6015,6020
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",two,CARDINAL,Numerals that do not fall under another type,6299,6302
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macduff,PERSON,"People, including fictional",6342,6349
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",England,GPE,"Countries, cities, states",6361,6368
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",England,GPE,"Countries, cities, states",6387,6394
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macduff,GPE,"Countries, cities, states",6709,6716
4,2,Fife. A Room in Macduff's Castle.,Macduff,PERSON,"People, including fictional",11,18
4,2,Fife. A Room in Macduff's Castle.,Ross,PERSON,"People, including fictional",31,35
4,2,Fife. A Room in Macduff's Castle.,ROSS,PERSON,"People, including fictional",95,99
4,2,Fife. A Room in Macduff's Castle.,ROSS,PERSON,"People, including fictional",239,243
4,2,Fife. A Room in Macduff's Castle.,ROSS,PERSON,"People, including fictional",691,695
4,2,Fife. A Room in Macduff's Castle.,Blessing,PERSON,"People, including fictional",1224,1232
4,2,Fife. A Room in Macduff's Castle.,ROSS,PERSON,"People, including fictional",1298,1302
4,2,Fife. A Room in Macduff's Castle.,Sirrah,PERSON,"People, including fictional",1437,1443
4,2,Fife. A Room in Macduff's Castle.,SON,ORG,"Companies, agencies, institutions, etc.",1713,1716
4,2,Fife. A Room in Macduff's Castle.,twenty,CARDINAL,Numerals that do not fall under another type,1952,1958
4,2,Fife. A Room in Macduff's Castle.,Whither,PERSON,"People, including fictional",3299,3306
4,2,Fife. A Room in Macduff's Castle.,FIRST,ORDINAL,"""first"", ""second"", etc.",3589,3594
4,2,Fife. A Room in Macduff's Castle.,FIRST,ORDINAL,"""first"", ""second"", etc.",3713,3718
4,2,Fife. A Room in Macduff's Castle.,FIRST,ORDINAL,"""first"", ""second"", etc.",3787,3792
4,2,Fife. A Room in Macduff's Castle.,Exit Lady Macduff,PERSON,"People, including fictional",3915,3932
4,3,England. Before the King's Palace.,Malcolm,PERSON,"People, including fictional",6,13
4,3,England. Before the King's Palace.,Macduff,PERSON,"People, including fictional",18,25
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",27,34
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states",338,346
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",388,395
4,3,England. Before the King's Palace.,wail,PERSON,"People, including fictional",418,422
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",856,863
4,3,England. Before the King's Palace.,Macbeth,PERSON,"People, including fictional",869,876
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",1190,1197
4,3,England. Before the King's Palace.,East,LOC,"Non-GPE locations, mountain ranges, bodies of water",1779,1783
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",1793,1800
4,3,England. Before the King's Palace.,England,GPE,"Countries, cities, states",2056,2063
4,3,England. Before the King's Palace.,thousands,CARDINAL,Numerals that do not fall under another type,2088,2097
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",2347,2354
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",2685,2692
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",3523,3530
4,3,England. Before the King's Palace.,Quarrels,ORG,"Companies, agencies, institutions, etc.",3806,3814
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states",4037,4045
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",4150,4157
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states",4560,4568
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states",4570,4578
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",4580,4587
4,3,England. Before the King's Palace.,live.—O,ORG,"Companies, agencies, institutions, etc.",4686,4693
4,3,England. Before the King's Palace.,accus'd,CARDINAL,Numerals that do not fall under another type,4873,4880
4,3,England. Before the King's Palace.,Oft'ner,ORG,"Companies, agencies, institutions, etc.",4980,4987
4,3,England. Before the King's Palace.,repeat'st,GPE,"Countries, cities, states",5080,5089
4,3,England. Before the King's Palace.,Scotland.—O,ORG,"Companies, agencies, institutions, etc.",5125,5136
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",5168,5175
4,3,England. Before the King's Palace.,Macduff,PERSON,"People, including fictional",5177,5184
4,3,England. Before the King's Palace.,Devilish Macbeth,PERSON,"People, including fictional",5323,5339
4,3,England. Before the King's Palace.,first,ORDINAL,"""first"", ""second"", etc.",5856,5861
4,3,England. Before the King's Palace.,Whither,PERSON,"People, including fictional",5959,5966
4,3,England. Before the King's Palace.,Old Siward,PERSON,"People, including fictional",6002,6012
4,3,England. Before the King's Palace.,ten thousand,CARDINAL,Numerals that do not fall under another type,6019,6031
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",6273,6280
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",6534,6541
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",6615,6622
4,3,England. Before the King's Palace.,England,GPE,"Countries, cities, states",6725,6732
4,3,England. Before the King's Palace.,Enter Ross,PERSON,"People, including fictional",7194,7204
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",7236,7243
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",7332,7339
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",7417,7421
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states",7450,7458
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",7473,7477
4,3,England. Before the King's Palace.,knell,PERSON,"People, including fictional",7776,7781
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",7950,7957
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",7984,7988
4,3,England. Before the King's Palace.,That of an hour's,TIME,Times smaller than a day,7990,8007
4,3,England. Before the King's Palace.,Each minute,TIME,Times smaller than a day,8035,8046
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",8091,8095
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",8138,8142
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",8207,8211
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",8317,8321
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states",8576,8584
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",8661,8668
4,3,England. Before the King's Palace.,England,GPE,"Countries, cities, states",8721,8728
4,3,England. Before the King's Palace.,ten thousand,CARDINAL,Numerals that do not fall under another type,8758,8770
4,3,England. Before the King's Palace.,Christendom,ORG,"Companies, agencies, institutions, etc.",8816,8827
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",8839,8843
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",9087,9091
4,3,England. Before the King's Palace.,Pertains,PERSON,"People, including fictional",9163,9171
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",9255,9259
4,3,England. Before the King's Palace.,Humh,PERSON,"People, including fictional",9391,9395
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",9412,9416
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",9576,9583
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",9778,9782
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional",9891,9895
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",9910,9917
4,3,England. Before the King's Palace.,one,CARDINAL,Numerals that do not fall under another type,10136,10139
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",10152,10159
4,3,England. Before the King's Palace.,Macduff,PERSON,"People, including fictional",10371,10378
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",10524,10531
4,3,England. Before the King's Palace.,braggart,PERSON,"People, including fictional",10685,10693
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states",10800,10808
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional",10893,10900
4,3,England. Before the King's Palace.,the day,DATE,Absolute or relative dates or periods,11143,11150
5,1,Dunsinane. A Room in the Castle.,two nights,TIME,Times smaller than a day,67,77
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",167,178
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",674,685
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",787,798
5,1,Dunsinane. A Room in the Castle.,Lady Macbeth,PERSON,"People, including fictional",873,885
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",1042,1053
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",1165,1176
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",1270,1281
5,1,Dunsinane. A Room in the Castle.,this a quarter,DATE,Absolute or relative dates or periods,1381,1395
5,1,Dunsinane. A Room in the Castle.,One,CARDINAL,Numerals that do not fall under another type,1593,1596
5,1,Dunsinane. A Room in the Castle.,two,CARDINAL,Numerals that do not fall under another type,1598,1601
5,1,Dunsinane. A Room in the Castle.,fie!,PERSON,"People, including fictional",1661,1665
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",2095,2106
5,1,Dunsinane. A Room in the Castle.,Arabia,GPE,"Countries, cities, states",2266,2272
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",2379,2390
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",2495,2506
5,1,Dunsinane. A Room in the Castle.,nightgown,TIME,Times smaller than a day,2709,2718
5,1,Dunsinane. A Room in the Castle.,Banquo,PERSON,"People, including fictional",2760,2766
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",3020,3031
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional",3444,3455
5,2,The Country near Dunsinane.,"Menteith,",ORG,"Companies, agencies, institutions, etc.",29,38
5,2,The Country near Dunsinane.,Caithness,ORG,"Companies, agencies, institutions, etc.",39,48
5,2,The Country near Dunsinane.,"Angus,",ORG,"Companies, agencies, institutions, etc.",50,56
5,2,The Country near Dunsinane.,Lennox,PERSON,"People, including fictional",57,63
5,2,The Country near Dunsinane.,English,LANGUAGE,Any named language,92,99
5,2,The Country near Dunsinane.,Malcolm,PERSON,"People, including fictional",125,132
5,2,The Country near Dunsinane.,Siward,PERSON,"People, including fictional",144,150
5,2,The Country near Dunsinane.,Macduff,ORG,"Companies, agencies, institutions, etc.",165,172
5,2,The Country near Dunsinane.,ANGUS,ORG,"Companies, agencies, institutions, etc.",286,291
5,2,The Country near Dunsinane.,CAITHNESS,PERSON,"People, including fictional",361,370
5,2,The Country near Dunsinane.,Donalbain,PERSON,"People, including fictional",385,394
5,2,The Country near Dunsinane.,Siward,PERSON,"People, including fictional",495,501
5,2,The Country near Dunsinane.,unrough,NORP,Nationalities or religious or political groups,517,524
5,2,The Country near Dunsinane.,first,ORDINAL,"""first"", ""second"", etc.",561,566
5,2,The Country near Dunsinane.,CAITHNESS,PERSON,"People, including fictional",611,620
5,2,The Country near Dunsinane.,ANGUS,ORG,"Companies, agencies, institutions, etc.",817,822
5,2,The Country near Dunsinane.,CAITHNESS,PERSON,"People, including fictional",1218,1227
5,2,The Country near Dunsinane.,Birnam,GPE,"Countries, cities, states",1500,1506
5,3,Dunsinane. A Room in the Castle.,Till Birnam,PERSON,"People, including fictional",91,102
5,3,Dunsinane. A Room in the Castle.,Malcolm,PERSON,"People, including fictional",169,176
5,3,Dunsinane. A Room in the Castle.,English,LANGUAGE,Any named language,401,408
5,3,Dunsinane. A Room in the Castle.,ten thousand,DATE,Absolute or relative dates or periods,630,642
5,3,Dunsinane. A Room in the Castle.,English,LANGUAGE,Any named language,899,906
5,3,Dunsinane. A Room in the Castle.,Exit Servant,PERSON,"People, including fictional",959,971
5,3,Dunsinane. A Room in the Castle.,Seyton,PERSON,"People, including fictional",1015,1021
5,3,Dunsinane. A Room in the Castle.,Seyton,PERSON,"People, including fictional",1396,1402
5,3,Dunsinane. A Room in the Castle.,Seyton,PERSON,"People, including fictional",1411,1417
5,3,Dunsinane. A Room in the Castle.,SEYTON,PERSON,"People, including fictional",1419,1425
5,3,Dunsinane. A Room in the Castle.,SEYTON,PERSON,"People, including fictional",1483,1489
5,3,Dunsinane. A Room in the Castle.,hack'd,ORG,"Companies, agencies, institutions, etc.",1589,1595
5,3,Dunsinane. A Room in the Castle.,SEYTON,PERSON,"People, including fictional",1616,1622
