play,act,scene,location,entity_text,spacy_label,label_description,start_char,end_char
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Spanish,NORP,Nationalities or religious or political groups,3891,3898
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,five,CARDINAL,Numerals that do not fall under another type,3918,3922
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,two,CARDINAL,Numerals that do not fall under another type,4043,4046
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Mab,PERSON,"People, including fictional",4084,4087
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,sluttish,NORP,Nationalities or religious or political groups,4165,4173
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,first,ORDINAL,"""first"", ""second"", etc.",4310,4315
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,Mercutio,PERSON,"People, including fictional",4396,4404
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,this night,TIME,Times smaller than a day,4995,5005
THE TRAGEDY OF ROMEO AND JULIET,1,4,A Street.,BENVOLIO,PERSON,"People, including fictional",5196,5204
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,FIRST,ORDINAL,"""first"", ""second"", etc.",35,40
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Potpan,PERSON,"People, including fictional",58,64
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,one,CARDINAL,Numerals that do not fall under another type,192,195
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,two,CARDINAL,Numerals that do not fall under another type,199,202
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,FIRST,ORDINAL,"""first"", ""second"", etc.",258,263
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,marchpane,PERSON,"People, including fictional",376,385
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Susan Grindstone,PERSON,"People, including fictional",431,447
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Nell,PERSON,"People, including fictional",452,456
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Antony,PERSON,"People, including fictional",458,464
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Potpan,PERSON,"People, including fictional",469,475
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,FIRST,ORDINAL,"""first"", ""second"", etc.",509,514
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Maskers,PRODUCT,"Objects, vehicles, foods, etc. (not services)",786,793
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",795,802
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,the day,DATE,Absolute or relative dates or periods,1064,1071
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Capulet,PERSON,"People, including fictional",1508,1515
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",1618,1625
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,COUSIN,DATE,Absolute or relative dates or periods,1628,1634
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,By'r Lady,PERSON,"People, including fictional",1636,1645
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,thirty years,DATE,Absolute or relative dates or periods,1647,1659
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",1661,1668
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Some five and twenty years,DATE,Absolute or relative dates or periods,1791,1817
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",1839,1846
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,COUSIN,DATE,Absolute or relative dates or periods,1849,1855
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",1921,1928
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,two years ago,DATE,Absolute or relative dates or periods,1976,1989
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Ethiop,PERSON,"People, including fictional",2206,2212
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,o'er,PERSON,"People, including fictional",2322,2326
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Forswear,PERSON,"People, including fictional",2469,2477
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,this night,TIME,Times smaller than a day,2522,2532
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Montague,GPE,"Countries, cities, states",2573,2581
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",2787,2794
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Uncle,PERSON,"People, including fictional",2850,2855
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Montague,GPE,"Countries, cities, states",2867,2875
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,this night,TIME,Times smaller than a day,2952,2962
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",2964,2971
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Young Romeo,PERSON,"People, including fictional",2973,2984
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",3023,3028
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",3030,3037
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Verona,PERSON,"People, including fictional",3136,3142
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",3521,3528
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,goodman,PERSON,"People, including fictional",3557,3564
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",3794,3801
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Marry,PERSON,"People, including fictional",3927,3932
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,light!—For,PERSON,"People, including fictional",4020,4030
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Juliet,PERSON,"People, including fictional",4292,4298
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,two,CARDINAL,Numerals that do not fall under another type,4389,4392
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,JULIET,PERSON,"People, including fictional",4471,4477
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,pilgrim,ORG,"Companies, agencies, institutions, etc.",4721,4728
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,JULIET,PERSON,"People, including fictional",5044,5050
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,NURSE,GPE,"Countries, cities, states",5202,5207
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,NURSE,GPE,"Countries, cities, states",5279,5284
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,nurs'd,FAC,"Buildings, airports, highways, bridges, etc.",5384,5390
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Capulet,PERSON,"People, including fictional",5507,5514
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,CAPULET,ORG,"Companies, agencies, institutions, etc.",5654,5661
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,my fay,PERSON,"People, including fictional",5894,5900
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Juliet,PERSON,"People, including fictional",5949,5955
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Nurse,PERSON,"People, including fictional",5988,5993
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,NURSE,GPE,"Countries, cities, states",6019,6024
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Tiberio,GPE,"Countries, cities, states",6050,6057
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,NURSE,GPE,"Countries, cities, states",6108,6113
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Petruchio,PERSON,"People, including fictional",6144,6153
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,NURSE,GPE,"Countries, cities, states",6214,6219
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,NURSE,GPE,"Countries, cities, states",6315,6320
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Romeo,ORG,"Companies, agencies, institutions, etc.",6334,6339
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Montague,GPE,"Countries, cities, states",6347,6355
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,NURSE,GPE,"Countries, cities, states",6554,6559
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,one,CARDINAL,Numerals that do not fall under another type,6625,6628
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,Juliet,PERSON,"People, including fictional",6665,6671
THE TRAGEDY OF ROMEO AND JULIET,1,5,A Hall in Capulet's House.,NURSE,GPE,"Countries, cities, states",6674,6679
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,Benvolio,PERSON,"People, including fictional",159,167
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,Mercutio,PERSON,"People, including fictional",172,180
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,Romeo,PERSON,"People, including fictional",209,214
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,MERCUTIO,PERSON,"People, including fictional",223,231
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,Mercutio,PERSON,"People, including fictional",357,365
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,Madman,PERSON,"People, including fictional",416,422
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,one,CARDINAL,Numerals that do not fall under another type,489,492
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,Love,WORK_OF_ART,"Titles of books, songs, etc.",551,555
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,Venus,PRODUCT,"Objects, vehicles, foods, etc. (not services)",585,590
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,One,CARDINAL,Numerals that do not fall under another type,606,609
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,Young Abraham Cupid,PERSON,"People, including fictional",650,669
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,Rosaline,PERSON,"People, including fictional",841,849
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,BENVOLIO,PERSON,"People, including fictional",1042,1050
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,BENVOLIO,PERSON,"People, including fictional",1398,1406
THE TRAGEDY OF ROMEO AND JULIET,2,1,An open place adjoining Capulet's Garden.,Romeo,PERSON,"People, including fictional",1798,1803
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Juliet,PERSON,"People, including fictional",63,69
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Juliet,PERSON,"People, including fictional",168,174
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Two,CARDINAL,Numerals that do not fall under another type,627,630
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,this night,TIME,Times smaller than a day,1203,1213
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Romeo,ORG,"Companies, agencies, institutions, etc.",1446,1451
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Romeo,PERSON,"People, including fictional",1472,1477
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Montague,GPE,"Countries, cities, states",1726,1734
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Montague,PERSON,"People, including fictional",1743,1751
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Romeo,ORG,"Companies, agencies, institutions, etc.",1945,1950
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Romeo,PERSON,"People, including fictional",1970,1975
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Romeo,ORG,"Companies, agencies, institutions, etc.",2046,2051
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Romeo,ORG,"Companies, agencies, institutions, etc.",2232,2237
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,bescreen'd,ORG,"Companies, agencies, institutions, etc.",2276,2286
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,night,TIME,Times smaller than a day,2290,2295
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,JULIET,PERSON,"People, including fictional",2495,2501
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,hundred,CARDINAL,Numerals that do not fall under another type,2532,2539
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Romeo,ORG,"Companies, agencies, institutions, etc.",2608,2613
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Montague,GPE,"Countries, cities, states",2621,2629
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,JULIET,PERSON,"People, including fictional",2682,2688
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,JULIET,PERSON,"People, including fictional",3055,3061
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,night,TIME,Times smaller than a day,3311,3316
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,JULIET,PERSON,"People, including fictional",3481,3487
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,first,ORDINAL,"""first"", ""second"", etc.",3559,3564
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,tonight,TIME,Times smaller than a day,3895,3902
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Fain,PERSON,"People, including fictional",3904,3908
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Dost,PERSON,"People, including fictional",3992,3996
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Jove,PERSON,"People, including fictional",4140,4144
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Montague,PERSON,"People, including fictional",4363,4371
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,overheard'st,GPE,"Countries, cities, states",4596,4608
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,monthly,DATE,Absolute or relative dates or periods,4906,4913
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Lest,PERSON,"People, including fictional",4942,4946
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,tonight,TIME,Times smaller than a day,5262,5269
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Sweet,PERSON,"People, including fictional",5392,5397
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,summer,DATE,Absolute or relative dates or periods,5432,5438
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,May,DATE,Absolute or relative dates or periods,5458,5461
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,tonight,TIME,Times smaller than a day,5685,5692
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,JULIET,PERSON,"People, including fictional",5750,5756
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Nurse!—Sweet Montague,PERSON,"People, including fictional",6186,6207
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,night,TIME,Times smaller than a day,6287,6292
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,night,TIME,Times smaller than a day,6316,6321
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Three,CARDINAL,Numerals that do not fall under another type,6416,6421
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Romeo,PERSON,"People, including fictional",6434,6439
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,tomorrow,DATE,Absolute or relative dates or periods,6539,6547
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,NURSE,GPE,"Countries, cities, states",6726,6731
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,JULIET,PERSON,"People, including fictional",6748,6754
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,NURSE,GPE,"Countries, cities, states",6821,6826
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,JULIET,PERSON,"People, including fictional",6843,6849
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Tomorrow,DATE,Absolute or relative dates or periods,6915,6923
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,thousand,CARDINAL,Numerals that do not fall under another type,7016,7024
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Love,WORK_OF_ART,"Titles of books, songs, etc.",7061,7065
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Juliet,PERSON,"People, including fictional",7194,7200
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Romeo,PERSON,"People, including fictional",7223,7228
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Echo,LOC,"Non-GPE locations, mountain ranges, bodies of water",7376,7380
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Romeo,ORG,"Companies, agencies, institutions, etc.",7456,7461
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,tomorrow,DATE,Absolute or relative dates or periods,7655,7663
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,the hour,TIME,Times smaller than a day,7696,7704
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,twenty years,DATE,Absolute or relative dates or periods,7744,7756
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,JULIET,PERSON,"People, including fictional",7856,7862
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,JULIET,PERSON,"People, including fictional",8039,8045
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,almost morning,TIME,Times smaller than a day,8052,8066
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,Sweet,PERSON,"People, including fictional",8336,8341
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,night,TIME,Times smaller than a day,8475,8480
THE TRAGEDY OF ROMEO AND JULIET,2,2,Capulet's Garden.,morrow,DATE,Absolute or relative dates or periods,8492,8498
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Lawrence,PERSON,"People, including fictional",12,20
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,the frowning night,TIME,Times smaller than a day,81,99
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,day,DATE,Absolute or relative dates or periods,209,212
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Titan,ORG,"Companies, agencies, institutions, etc.",232,237
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,The day,DATE,Absolute or relative dates or periods,295,302
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,night,TIME,Times smaller than a day,317,322
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Poison,ORG,"Companies, agencies, institutions, etc.",1099,1105
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Two,CARDINAL,Numerals that do not fall under another type,1245,1248
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,"herbs,—grace",ORG,"Companies, agencies, institutions, etc.",1304,1316
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,morrow,DATE,Absolute or relative dates or periods,1428,1434
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,LAWRENCE,PERSON,"People, including fictional",1450,1458
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Benedicite,PERSON,"People, including fictional",1460,1470
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,saluteth,PERSON,"People, including fictional",1499,1507
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,morrow,DATE,Absolute or relative dates or periods,1572,1578
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,unstuff'd,CARDINAL,Numerals that do not fall under another type,1711,1720
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Romeo,ORG,"Companies, agencies, institutions, etc.",1907,1912
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,tonight,TIME,Times smaller than a day,1934,1941
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Rosaline,PERSON,"People, including fictional",2043,2051
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Rosaline,PERSON,"People, including fictional",2065,2073
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,one,CARDINAL,Numerals that do not fall under another type,2315,2318
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Capulet,PERSON,"People, including fictional",2682,2689
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,combin'd,ORG,"Companies, agencies, institutions, etc.",2740,2748
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,today,DATE,Absolute or relative dates or periods,2939,2944
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Rosaline,PERSON,"People, including fictional",3008,3016
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Jesu Maria,PERSON,"People, including fictional",3139,3149
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Rosaline,PERSON,"People, including fictional",3206,3214
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Lo,PERSON,"People, including fictional",3393,3395
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Rosaline,PERSON,"People, including fictional",3559,3567
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Thou chidd'st,PERSON,"People, including fictional",3677,3690
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,Rosaline,PERSON,"People, including fictional",3709,3717
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,bad'st,PERSON,"People, including fictional",3786,3792
THE TRAGEDY OF ROMEO AND JULIET,2,3,Friar Lawrence's Cell.,one,CARDINAL,Numerals that do not fall under another type,4116,4119
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Mercutio,PERSON,"People, including fictional",19,27
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Romeo,PRODUCT,"Objects, vehicles, foods, etc. (not services)",67,72
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,tonight,TIME,Times smaller than a day,94,101
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Rosaline,PERSON,"People, including fictional",211,219
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,BENVOLIO,PERSON,"People, including fictional",264,272
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Capulet,PERSON,"People, including fictional",301,308
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Romeo,ORG,"Companies, agencies, institutions, etc.",397,402
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,BENVOLIO,PERSON,"People, including fictional",473,481
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Romeo,ORG,"Companies, agencies, institutions, etc.",571,576
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,one,CARDINAL,Numerals that do not fall under another type,993,996
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,two,CARDINAL,Numerals that do not fall under another type,998,1001
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,third,ORDINAL,"""first"", ""second"", etc.",1011,1016
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,first,ORDINAL,"""first"", ""second"", etc.",1115,1120
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,first,ORDINAL,"""first"", ""second"", etc.",1135,1140
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,second,ORDINAL,"""first"", ""second"", etc.",1145,1151
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Romeo,PERSON,"People, including fictional",1680,1685
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Romeo,PERSON,"People, including fictional",1698,1703
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Petrarch,PERSON,"People, including fictional",1825,1833
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Laura,PERSON,"People, including fictional",1845,1850
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,berhyme,PERSON,"People, including fictional",1922,1929
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Dido,PERSON,"People, including fictional",1935,1939
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Cleopatra,PERSON,"People, including fictional",1949,1958
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Helen,PERSON,"People, including fictional",1968,1973
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Hero hildings,PERSON,"People, including fictional",1978,1991
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,Romeo,PERSON,"People, including fictional",2062,2067
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,French,NORP,Nationalities or religious or political groups,2088,2094
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,French,NORP,Nationalities or religious or political groups,2114,2120
THE TRAGEDY OF ROMEO AND JULIET,2,4,A Street.,last night,TIME,Times smaller than a day,2162,2172
